pcba_sn_old,pcba_sn_new,component_type,specification,quantity,remark,year,shipment_date
,20120106100061,Auxiliary board DIP,SUN 50KW Set Series Three-Phase G02 PV Board-4MPPT V1.0 1000V DIP,10,,2023,
,20120104100021,Driver board DIP,SUN 50KW Set Three-Phase G03 Driver Board - 4MPPT V1.4 1000V DIP,10,,2023,
,20110104100034,Driver board DIP,SUN 12KW SG 04 LP3 2 48V Driver Board (New Driver) EU V1.4 DIP,10,,2023,
,20110106100086,Auxiliary board DIP,SUN 5KW SG 04 LP1 AC board EU V1.0 DIP,34,,2023,
,20110103100048,Control board DIP,SUN 6KW SG 04 LP1 Control Board EU V1.1 DIP,10,,2023,
,20120104100024,Driver board DIP,SUN 80KW Set Series Three-Phase G03 Driver Board V1.1 1000V DIP,20,,2023,
,203010965,Control board DIP,SUN 5KW String Single Phase G04 Control Board V1.0 / Domestic Chip DIP,50,,2023,
,20120101100084,Main Board DIP,SUN 50KW Set Three-Phase G02 Motherboard V1.3 1000V DIP,10,,2023,
,20110101100126,Main Board DIP,SUN 8KW SG 05 LP1 Motherboard EU V1.4 DIP,10,,2023,
,20110101100047,Main Board DIP,SUN 12KW SG 04 LP3 2 48V Motherboard EU V1.4 DIP,10,,2023,
,20110101100082,Main Board DIP,SUN 5KW SG 04 LP1 2 48V Motherboard EU V1.3 DIP,10,,2023,
,20110106100108,Auxiliary board DIP,SUN 8KW SG 05 LP1 Generator Board EU V1.0 DIP,10,,2023,
,20120106100057,Auxiliary board DIP,SUN 33KW Set Three-Phase G02 Power Supply Board V1.1 1000V DIP,10,,2023,
,20110101100035,Main Board DIP,SUN 5KW SG 04 LP1 2 48V Motherboard EU V1.0 DIP,30,,2023,
,20120106100095,Auxiliary board DIP,SUN 33KW Set Series Three-Phase G03 AC Connect V1.2 1000V DIP,20,,2023,
,30080202000231,Differential mode inductor,IND 50KW-G04-4MPPT NPH226060*4-2.2*2P*32T 565 uH K Current 40 Assembly,5,,2023,
,20110106100125,Auxiliary board DIP,SUN 5KW SG 04 LP1 Relay Board EU V1.2 DIP,50,,2023,
,30081101000007,Current sensor,CT XiCi STK-20HD/P2 Hand Insertion,100,,2023,
,20120103100040,Control board DIP,SUN 5KW String Single Phase G01 Control Board V1.0 / Domestic Chip DIP,100,,2023,
,20110103100047,Control board DIP,SUN 3KW SG 04 LP1 1 24V Control Board EU V1.1 DIP,20,,2023,
,30080202000232,Differential mode inductor,IND 50KW-G04 NPV226060*7-2.4*3P*16T 247 uH K Assembly,5,,2023,
,20120106100123,Auxiliary board DIP,SUN 12KW Set Three-Phase G06 Auxiliary Board V2.0 1000V DIP,5,,2023,
,20120106100126,Auxiliary board DIP,SUN 100KW Set Three-Phase G01 Power Supply Board V1.3 1000V DIP,30,,2023,
,20110106100107,Auxiliary board DIP,SUN 8KW SG 05 LP1 Capacitor Board EU V1.0 DIP,10,,2023,
,20110103100071,Control board DIP,SUN 8KW SG 05 LP1 Control Board EU V1.3 DIP,30,,2023,
,20110103100104,Control board DIP,SUN 12KW SG 04 LP3 2 48V Control Board EU V1.5 DIP,50,,2023,
,20110106100104,Auxiliary board DIP,SUN 5KW SG 04 LP1 AC board EU V1.1 DIP,30,,2023,
,20110101100083,Main Board DIP,SUN 3KW SG 04 LP1 1 24V Motherboard EU V1.3 DIP,30,,2023,
,20110101100012,Main Board DIP,SUN 3KW SG 04 LP1 1 24V Motherboard EU V1.0 DIP,20,,2023,
,20110104100078,Driver board DIP,SUN 12KW SG 04 LP3 2 48V Driver Board EU V1.5 DIP,40,,2023,
,20110101100078,Main Board DIP,SUN 12KW SG 04 LP3 2 48V Motherboard EU V1.5 DIP,30,,2023,
,20110101100080,Main Board DIP,SUN 8KW SG 05 LP1 Motherboard US V1.3 DIP,60,,2023,
,20110102100038,Downloader,SUN 8KW SG 02 LP1 Liquid Crystal Board (Programmer) V1.0 DIP,4,,2023,
,30320100003006,Accessories,LCR Digital Bridge Tester AT825 (10kHz/0.2),4,,2023,
,30320100003003,Accessories,Victory Insulation Resistance Tester VC60D+ Rechargeable Kit 50,4,,2023,
,30311900000034,Phillips screwdriver,M6*250mm cross face,10,,2023,
,30314400000015,multimeter,F15B+Fluke,10,,2023,
,30271803000002,Solder wire and solder bar,Tin wire YT SnCu0.7; YX9-2; Φ0.8MM 1 RoHS compliant,10,,2023,
,30314200000080,heat gun,858D,4,,2023,
,30313900000006,Desoldering gun,Desoldering gun,10,,2023,
,1040900006,Antistatic tweezers,"ESD15, Black",10,,2023,
,1040900002,Antistatic tweezers,"ESD10, Black",10,,2023,
,30320100000540,soldering iron station,"BK90, 90W",10,,2023,
,20120103100039,Control board DIP,SUN 50KW Set Series Three-Phase G03 Control Board V1.4 1000V DIP,10,,2023,
,20120103100096,Control board DIP,SUN 3-12KW Set Series Three-Phase G06 Control Board (Advchip) - NO LCD 13A V1.0 1000V DIP,60,,2023,
,20120103100112,Control board DIP,SUN 5KW String Single Phase G04 Control Board V1.1 / Domestic Chip DIP,105,,2023,
,20120103100089,Control board DIP,SUN 4KW String Single Phase G04 Control Board V1.0 / Domestic Chip DIP,105,,2023,
,20120101100174,Main Board DIP,SUN 3-10KW Set Three-Phase G06 Mainboard-13A India V1.3 1000V DIP,50,,2023,
,20120101100005,Main Board DIP,SUN 5KW String Single Phase G03 Mainboard V1.6 500V DIP,50,,2023,
,30080802000054,pins,"CN Yirui 2*15P-2.54-L=31.5-6+6 Bulk, Hand-inserted",30,,2023,
,30080304000077,Electrolytic capacitors,CAP Nichicon LGX2H391MELC50 390uF Voltage 500V M AEC 35*50-P10 5000H at 105℃ Manual Insertion,100,,2023,
,30080304000085,Electrolytic capacitors,CAP NCC ELXS551VSN391MA60S 390uF 550V M AEC 35*60-P10 5000H at 85℃ Hand-inserted,100,,2023,
,30221104000196,Connecting wire,UL2468 26AWG Red and White 4P XHB-XHB Reverse L170mm,50,,2023,
,30220405000009,Connector,Connector DW421M2013 30A,600,,2023,
,30220405000005,Connector,Connector Dianwei VP-D4B-CHDM0 30A,500,,2023,
,30220405000008,Connector,Connector DW421F2013B 30A,600,,2023,
,30220405000004,Connector,Connector Dianwei VP-D4B-CHDF0 30A,500,,2023,
,30220405000035,Connector,Connector Dianwei VPAC06EW-5P(SC)10 50A,25,,2023,
,30220405000018,Connector,Connector Dianwei VPAC06EW18-5P(SC) 33A,25,,2023,
,30220405000039,Connector,Connector Dianwei VPAC06EW-3P(SC)9 45A,25,,2023,
,30220405000036,Connector,Connector Dianwei VPAC06EW-3P(SC) 30A,25,,2023,
,30220405000017,Connector,Connector Fengnian EP030-1224-00 17.5A,25,,2023,
,30221700000016,Data acquisition stick Ethernet,LSE-3A5251 Ethernet DB9 Nut Custom Model,10,,2023,
,20120103100018,Control board DIP,SUN 3KW String Single Phase G03 Control Board V2.6 Material Preparation DIP,30,,2023,
,20120103100042,Control board DIP,SUN 6-10KW Set Series Three-Phase / Control Board / 1000V DIP,20,,2023,
,30220521000023,air switch,"Air circuit breaker, Benyi Electric BYSS.1-18/T-4P",20,,2023,
,20120106100072,Auxiliary board DIP,SUN None String Single Phase G01 WIFI V1.0 / DIP,50,,2023,
,20120101100218,Main Board DIP,SUN 3KW String Single Phase G04 Mainboard V1.5 500V with MOVWithout Fuse DIP,20,,2023,
,20120104100023,Driver board DIP,SUN 75KW Set Series Three-Phase G03 Driver Board V1.0 1000V DIP,10,,2023,
,20120103100037,Control board DIP,SUN 3KW String Single Phase G03 Control Board 12.5A V2.6 / DIP,30,,2023,
,20120102100022,Liquid Crystal version DIP,SUN 1602 String Single Phase / Liquid Crystal Board V1.4 / DIP,30,,2023,
,20120103100038,Control board DIP,SUN 3KW String Single Phase G04 Control Board V1.0 / Domestic Chip DIP,160,,2023,
,20120102100014,Liquid Crystal version DIP,SUN 3KW String Single Phase G04 Liquid Crystal Plate V1.0 Arteriole DIP,100,,2023,
,20120101100208,Main Board DIP,SUN 5KW String Single Phase G04 Mainboard V1.4 500V Magnetics DIP,140,,2023,
,203010874,Main Board DIP,SUN 6KW Set Three-Phase G03 Motherboard 1000V DIP,10,,2023,
,20120101100039,Main Board DIP,SUN 5KW String Single Phase G03 Mainboard 12.5A V1.6 500V DIP,50,,2023,
,30240200000035,Set of facial masks,15KW-G03 Neutral 216*108mm Display window 70.8*45.5mm,2,,2023,
,30240200000059,Set of facial masks,3K-G04 Deye 153.8*98.8mm Display window 66*16mm,10,,2023,
,30240200000381,Face sticker,"Energy-Storing Face Mask, Invergy Customized, 135*135mm, 76.5*52mm, 3KW-SG04",4,,2023,
,30240200000032,Energy Storage Mask,7.6KW-SG02 Neutral 179*154mm Display window 76.5*52mm,20,,2023,
,30240200000063,Set of facial masks,3K-G04 Neutral 153.8*98.8mm Display window 66*16mm,70,,2023,
,30240200000033,Set of facial masks,3KW-G03 Neutral 190*95mm Display window 66*16mm,20,,2023,
,30240200000038,Set of facial masks,"33KW Deye 219*144mm, display window 70.8*45.5mm",10,,2023,
,30240200000031,Set of facial masks,"33KW neutral, 219*144mm, display window 70.8*45.5mm",20,,2023,
,30250205000200,Outer box,"8KW single-phase neutral unit, dimensions 435*425*300mm",4,,2023,
,30250205000241,Outer box,Overall dimensions: 582*499*220,10,,2023,
,30250205000201,Thickened cardboard box,80KW neutral 845*785*430mm V2 thickened corrugated 80KW,10,,2023,
,30250205000664,Whole machine packaging carton,"Complete machine, six-sided box, neutral, 985*645*425mm, yellow board printing, thickened corrugated board, SUN-16K-SG04LP1",2,,2023,
,30250205000769,Whole machine packaging carton,"Complete machine, six-sided box, neutral, 870*585*420mm, yellow board printing, thickened corrugated, SUN-(5-12)K-SG04LP3-EU-AU",2,,2023,
,30250205000384,Whole machine packaging carton,"Overall machine, neutral, 1093*840*547mm, yellow board printing, thickened corrugated board, 100KW.",3,,2023,
,20120106100071,Auxiliary board DIP,SUN / Set Series Three-Phase / WIFI Board - Dual Isolation Communication / 1000V DIP,10,,2023,
,20120106100054,Auxiliary board DIP,SUN 100KW Set Series Three-Phase G01 PV Board V1.1 1000V DIP,5,,2023,
,20120106100063,Auxiliary board DIP,SUN 50KW Set Series Three-Phase / Capacitor Board V1.1 1000V DIP,5,,2023,
,20120106100073,Auxiliary board DIP,SUN 485-232 Set Series Three-Phase / WIFI Board / 1000V DIP,10,,2023,
,20120103100070,Control board DIP,SUN 12KW Set Series Three-Phase G05 Control Board V1.0 1000V 18A DIP,10,,2023,
,20120103100041,Control board DIP,SUN 60KW Set Series Three-Phase G02 Control Board V1.4 1000V DIP,31,,2023,
,20120106100084,Auxiliary board DIP,SUN 15KW Set Three-Phase G01 Capacitor Board V1.0 1000V DIP,5,,2023,
,20120102100020,Liquid Crystal version DIP,SUN / Set Series Three-Phase / Liquid Crystal Board V1.9 / DIP,5,,2023,
,20120106100055,Auxiliary board DIP,SUN 100KW Set Three-Phase G01 Bottom Power Board V1.0 1000V DIP,5,,2023,
,20120103100036,Control board DIP,SUN 25KW Set Series Three-Phase G03 Control Board V1.0 1000V DIP,18,,2023,
,20120103100060,Control board DIP,SUN 33KW Set Series Three-Phase G03 Control Board V1.0 1000V DIP,15,,2023,
,20120106100058,Auxiliary board DIP,SUN 33KW Set Three-Phase G03 Fan Board V1.0 1000V DIP,5,,2023,
,20120103100044,Control board DIP,SUN 80KW Set Series Three-Phase G03 Control Board V1.4 1000V DIP,10,,2023,
,20120102100019,Liquid Crystal version DIP,SUN LCD - Dual Communication Port Set Serial Three-Phase G03 Liquid Crystal Board V1.0 / DIP,10,,2023,
,20120101100079,Main Board DIP,SUN 3-18KW Set Three-Phase G05 Motherboard V1.1 1000V DIP,5,,2023,
,20120106100060,Auxiliary board DIP,SUN 50KW Set Three-Phase G02 Power Supply Board V1.2 1000V DIP,5,,2023,
,20120104100019,Driver board DIP,SUN 75KW Set Series Three-Phase G01 Driver Board V1.0 1000V DIP,5,,2023,
,20120101100080,Main Board DIP,SUN 33KW Set Three-Phase G03 Motherboard V1.3 1000V DIP,5,,2023,
,20120106100115,Auxiliary board DIP,SUN 36 Set Series Three-Phase G01 Fan Board V1.0 1000V DIP,5,,2023,
,20120102100024,Liquid Crystal version DIP,SUN / Set Serial Three-Phase G03 Dual Communication Port Crystal Board (Small Screen) V1.0 / DIP,10,,2023,
,20120103100052,Control board DIP,SUN 15KW Set Series Three-Phase G05 Control Board (TI) V1.0 1000V DIP,15,,2023,
,20120103100043,Control board DIP,SUN 6-10KW Set Series Three-Phase G05 Control Board / 1000V DIP,10,,2023,
,20120103100059,Control board DIP,SUN 110KW Set Series Three-Phase G01 Control Board V1.0 1000V DIP,10,,2023,
,20120103100033,Control board DIP,SUN 100KW Set Series Three-Phase G01 Control Board V1.1 1000V DIP,15,,2023,
,20120103100046,Control board DIP,SUN 75KW Set Series Three-Phase G01 Control Board V1.0 1000V DIP,10,,2023,
,20120101100078,Main Board DIP,SUN 20-25KW Set Three-Phase G03 Motherboard V1.0 1000V DIP,30,,2023,
,20120101100086,Main Board DIP,SUN 60KW Set Three-Phase / Motherboard V1.2 1000V DIP,5,,2023,
,20120106100059,Auxiliary board DIP,SUN 50KW Set Series Three-Phase G03 PV Board - Four-Way with Surge Protector V1.2 1000V DIP,5,,2023,
,20120101100073,Main Board DIP,SUN 100KW Set Series Three-Phase G01 AC Output Board V1.2 1000V DIP,5,,2023,
,20120104100022,Driver board DIP,SUN 60KW Set Series Three-Phase G02 Driver Board V1.3 1000V DIP,5,,2023,
,20120104100020,Driver board DIP,SUN 100KW Set Series Three-Phase G01 Driver Board V1.0 1000V DIP,5,,2023,
,20120101100076,Main Board DIP,SUN 12KW Set Three-Phase G05 Motherboard V1.0 1000V DIP,5,,2023,
,20120101100168,Main Board DIP,SUN 30-33KW Set Three-Phase G04 Motherboard V1.5 1000V NCE DIP,20,,2023,
,20120101100063,Main Board DIP,SUN 15KW Set Three-Phase G05 Motherboard V1.0 1000V DIP,5,,2023,
,20120106100066,Auxiliary board DIP,SUN 80KW Set Three-Phase G01 4String-PV Board V1.1 1000V DIP,5,,2023,
,20120101100087,Main Board DIP,SUN 80KW Set Three-Phase G03 Motherboard V1.0 1000V DIP,5,,2023,
,10010202000283,Three-phase Set-string inverter,SUN 110KW G P3 MPPT6 H Circuit Breaker WiFi RS485 Meter Domestic Deye English,2,,2023,
,10010202000315,Three-phase Set-string inverter,SUN 100KW G P3 MPPT6 H Circuit Breaker WiFi RS485 Meter Domestic Deye English,2,,2023,
,10010202000295,Three-phase Set-string inverter,SUN 80KW G03 P3 MPPT4 H Circuit Breaker WiFi RS485 Meter Domestic Deye English,2,,2023,
,10010202000118,Three-phase Set-string inverter,SUN 75KW G P3 MPPT6 H Circuit Breaker WiFi RS485 Meter Domestic Deye English,2,,2023,
,10010202000626,Three-phase Set-string inverter,SUN 70KW G03 P3 MPPT4 H Circuit Breaker WiFi RS485 Meter Domestic Deye English,2,,2023,
,10010202000558,Three-phase Set-string inverter,SUN 60KW G P3 MPPT4 H Circuit Breaker WiFi RS485 Meter Domestic Deye English,2,,2023,
,10010202000032,Three-phase Set-string inverter,SUN 50KW G03 P3 MPPT4 M Circuit Breaker WiFi RS485 Meter Domestic Deye English,2,,2023,
,10010202001058,Three-phase Set-string inverter,SUN 40KW G03 P3 MPPT4 M Circuit Breaker WiFi RS485 Meter Domestic Deye English,2,,2023,
,10010202001128,Three-phase Set-string inverter,SUN 35KW G04 P3 MPPT2 H Circuit Breaker WiFi RS485 Meter Domestic Deye English,2,,2023,
,10010202000504,Three-phase Set-string inverter,SUN 33KW G04 P3 MPPT2 H Circuit Breaker WiFi RS485 Meter Domestic (DeYe English),2,,2023,
,10010202000276,Three-phase Set-string inverter,SUN 30KW G04 P3 MPPT2 H Circuit Breaker WiFi RS485 Meter Domestic (DeYe English),2,,2023,
,10010202000938,Three-phase Set-string inverter,SUN 25KW G04 P3 MPPT2 H Circuit Breaker WiFi RS485 Meter Domestic Deye English,2,,2023,
,10010202000275,Three-phase Set-string inverter,SUN 20KW G04 P3 MPPT2 H Circuit Breaker WiFi RS485 Meter Domestic Deye English,2,,2023,
,10010202000017,Three-phase Set-string inverter,SUN 15KW G05 P3 MPPT2 H Circuit Breaker WiFi RS485 Meter Domestic Deye English G03,4,,2023,
,10010202001133,Three-phase Set-string inverter,SUN 12KW G06 P3 MPPT2 H Circuit Breaker WiFi RS485 Meter Domestic Deye English,2,,2023,
,10010202001097,Three-phase Set-string inverter,"SUN 12KW G05 P3 MPPT2 H circuit breaker, WiFi RS485 Meter, finished product in stock. (DeYe English)",2,,2023,
,10010202001129,Three-phase Set-string inverter,SUN 10KW G06 P3 MPPT2 H Circuit Breaker WiFi RS485 Meter Domestic Deye English,8,,2023,
,10010202000018,Three-phase Set-string inverter,SUN 10KW G05 P3 MPPT2 H Circuit Breaker WiFi RS485 Domestic (DeYe English),8,,2023,
,10010202000443,Three-phase Set-string inverter,SUN 8KW G05 P3 MPPT2 M Circuit Breaker WiFi RS485 Meter Domestic Deye English,4,,2023,
,10010202001132,Three-phase Set-string inverter,SUN 8KW G06 P3 MPPT2 H Circuit Breaker WiFi RS485 Meter Domestic Deye English,4,,2023,
,10010202001134,Three-phase Set-string inverter,SUN 7KW G06 P3 MPPT2 H Circuit Breaker WiFi RS485 Meter Domestic (DeYe English),2,,2023,
,10010202001152,Three-phase Set-string inverter,SUN 6KW G06 P3 MPPT2 H Circuit Breaker WiFi RS485 Meter Domestic (DeYe English),2,,2023,
,10010202001050,Three-phase Set-string inverter,SUN 6KW G05 P3 MPPT2 H Circuit Breaker WiFi RS485 Meter Domestic (DeYe English) P,2,,2023,
,10010202001130,Three-phase Set-string inverter,SUN 5KW G06 P3 MPPT2 H Circuit Breaker WiFi RS485 Meter Domestic Deye English,3,,2023,
,10010201000283,Single-phase Set string inverter,SUN 10KW G01 P1 MPPT2 M Circuit Breaker WiFi RS485 Domestic (DeYe English),2,,2023,
,10010201000279,Single-phase Set string inverter,SUN 6KW G04 P1 MPPT2 M Circuit Breaker WiFi Limiter Meter (Domestic) Deye (English),4,,2023,
,10010201000119,Single-phase Set string inverter,SUN 5KW G04 P1 MPPT2 M Circuit Breaker WiFi RS485 Domestic (DeYe English),27,,2023,
,10010201000537,Single-phase Set string inverter,SUN 4KW G04 P1 MPPT2 M Circuit Breaker WiFi RS485 Meter Domestic Deye English,18,,2023,
,10010201000286,Single-phase Set string inverter,SUN 3.6KW G04 P1 MPPT2 M Circuit Breaker WiFi Limiter Meter (Domestic) Deye (English),2,,2023,
,10010201000114,Single-phase Set string inverter,SUN 3KW G04 P1 MPPT1 M Circuit Breaker WiFi RS485 Domestic (DeYe English),82,,2023,
,10010201000278,Single-phase Set string inverter,SUN 2KW G04 P1 MPPT1 M Circuit Breaker RS485 Meter GPRS Domestic Deye English,17,,2023,
,10010201000490,Single-phase Set string inverter,SUN 1.5KW G04 P1 MPPT1 M WiFi Limiter (India) Festa,4,,2023,
,10010102000205,Three-phase energy storage inverter,SUN 50KW SG 01 HP3 White MPPT4 800V High Voltage 50KW Type B EU 3.5TFT CT GEN WiFi Domestic Deye English V1,2,,2023,
,10010102000214,Three-phase energy storage inverter,SUN 15KW SG 01 HP3 White MPPT2 700V High Voltage 15KW Type A EU 3.5TFT CT GEN WiFi Domestic Deye English V1,2,,2023,
,10010102000001,Three-phase energy storage inverter,SUN 12KW SG 04 LP3 White MPPT2 48V 7600 Model EU 3.5TFT CT Gen WiFi Domestic Deye English V1,2,,2023,
,10010102000010,Three-phase energy storage inverter,SUN 10KW SG 04 LP3 White MPPT2 48V 7600 Model EU 3.5TFT CT Gen WiFi Domestic Deye English V1,2,,2023,
,10010102000013,Three-phase energy storage inverter,SUN 8KW SG 04 LP3 White MPPT2 48V 7600 Model EU 3.5TFT CT Gen WiFi Domestic (DeYe English V1),2,,2023,
,10010102000093,Three-phase energy storage inverter,SUN 6KW SG 04 LP3 White MPPT2 48V 7600 Model EU 3.5TFT CT Gen WiFi Domestic Brand English V2,2,,2023,
,10010102000092,Three-phase energy storage inverter,"SUN 5KW SG 04 LP3 White MPPT2 48V 7600 Model EU 3.5TFT CT Gen WiFi Domestic, Deye English V2",2,,2023,
,10010101000305,Single-phase energy storage inverter,"SUN 16KW SG 01 LP1 White MPPT3 48V 7600 Model EU 3.5TFT CT Gen WiFi Domestic, Deye English V1",2,,2023,
,10010101000281,Single-phase energy storage inverter,SUN 8KW SG 05 LP1 White MPPT2 48V 5000 type EU 3.5TFT CT GEN WiFi Domestic Deye English V1,2,,2023,
,10010101000527,Single-phase energy storage inverter,SUN 6KW SG 04 LP1 White MPPT2 48V 5000 Model AU 3.5TFT CT Gen WiFi Domestic Brand English V1,2,,2023,
,10010101000156,Single-phase energy storage inverter,SUN 5KW SG 04 LP1 White MPPT2 48V 5000 type EU 3.5TFT CT GEN WiFi Finished Product Stock Available. (DeYe English V1),4,,2023,
,10010101000161,Single-phase energy storage inverter,SUN 3.6KW SG 04 LP1 White MPPT2 48V 5000 type EU 3.5TFT CT GEN WiFi Domestic Deye English V1,2,,2023,
,10010101000212,Single-phase energy storage inverter,SUN 3KW SG 04 LP1 White MPPT1 24V 5000 type EU 3.5TFT CT GEN WiFi Domestic Deye English V1,2,,2023,
,30220405000048,Combined terminals,Connector HP-ATH-255-3-3P 255A,10,,2023,
,30220405000047,Combined terminals,Connector HP-ATH-255-3-1P 255A,10,,2023,
,30221104000333,ground wire,UL10269 8AWG Yellow-green Single RNB8-5 Tubular Pre-insulated Terminal L150mm,10,,2023,
,30221104000303,neutral wire,UL10269 14AWG Blue Single 6.3mm ferrule spring - VE2512L300mm,20,,2023,
,30221104000332,Insulating terminals,UL10269 4AWG Black Single RNB22-6 Tubular Pre-insulated Terminal L160mm,30,,2023,
,30080811000016,Combined terminals,CN Combined ATA-115-2-3P 3P Bulk Hand-inserted,10,,2023,
,30080811000015,Combined terminals,CN Combined ATA-115-2-2P 2p Bulk Hand-inserted,10,,2023,
,30221104000302,cold terminals,UL10269 2AWG Black Single RNB38-6 Cold Terminal - E50-20L440mm,20,,2023,
,30221104000301,cold terminals,UL10269 2AWG Black Single RNB38-6 Cold Terminal - E50-20L200mm,10,,2023,
,30081601000038,thermal pads,HS Bergs K10 Silicone Cloth Thermal Pad 0.152*54*30 with Perforation,280,,2023,
,20110102100018,Liquid Crystal version DIP,SUN 8KW SG 02 LP1 Liquid Crystal Board (Deye) / V1.5 DIP,15,,2023,
,20120101100156,Main Board DIP,SUN 5KW String Single Phase G04 Mainboard-XiCi V1.1 500V Magnetics DIP,35,,2023,
,20120101100163,Main Board DIP,SUN 3KW String Single Phase G04 Mainboard V1.4 500V with MOVWithout Fuse DIP,185,,2023,
,20110106100062,Auxiliary board DIP,SUN 12KW SG 04 LP3 WIFI board EU V1.0 DIP,10,,2022,
,20110102100027,Liquid Crystal version DIP,SUN 12KW SG 04 LP3 Liquid Crystal Plate (Neutral) \ V1.5 DIP,10,,2022,
,20110106100168,Auxiliary board DIP,SUN 12KW SG 04 LP3 2 Connector Board EU V1.4 DIP,10,,2022,
,20110106100058,Auxiliary board DIP,SUN 12KW SG 04 LP3 Connector Board EU V1.2 DIP,10,,2022,
,20110106100115,Auxiliary board DIP,SUN 12KW SG 04 LP3 2 48V PV board EU V1.1 DIP,10,,2022,
,30221104000192,Connecting wire,UL2468 26AWG Red and White 8P XHB-8Y-XHB-8Y Reverse L100mm,20,,2022,
,30221104000191,Connecting wire,UL2468 26AWG Red and White 10P XHB-10Y-XHB-10Y Reverse L100mm,20,,2022,
,30221104000232,Connecting wire,"UL1015 24AWG Black, Red, Blue Single Strand B396001-2C-VHC-5YL 300mm",20,,2022,
,30080802000045,pins,"CN Yirui 2*30P-2.54-L=45.5 30P*2 P2.54 mm Bulk, Hand-inserted",20,,2022,
,30080802000046,pins,"CN Yirui 2*20P-2.54-L=45.5 20P*2 P2.54mm Bulk, Hand-inserted",20,,2022,
,20110106100169,Auxiliary board DIP,SUN 12KW SG 04 LP3 Relay Board EU V1.2 DIP,10,,2022,
,20110106100060,Auxiliary board DIP,SUN 12KW SG 04 LP3 PV board EU V1.0 DIP,10,,2022,
,20110104100018,Driver board DIP,SUN 12KW SG 04 LP3 Driver Board EU V1.3 DIP,10,,2022,
,20110101100047,Main Board DIP,SUN 12KW SG 04 LP3 2 48V Motherboard EU V1.4 DIP,10,,2022,
,20110104100044,Driver board DIP,SUN 12KW SG 04 LP3 2 48V Driver Board EU V1.5 DIP,10,,2022,
,30311000000013,electric screwdriver,A09-09497,4,,2022,
,20110102100038,Downloader,SUN 8KW SG 02 LP1 Liquid Crystal Board (Programmer) V1.0 DIP,5,,2022,
,20110103100043,Control board DIP,SUN 12KW SG 04 LP3 2 48V Control Board EU V1.4 DIP,30,,2022,
,30271803000002,Solder wire and solder bar,Tin wire YT SnCu0.7; YX9-2; Φ0.8MM 1 RoHS compliant,5,,2022,
,30313900000006,Desoldering gun,Desoldering gun,10,,2022,
,30320100000540,soldering iron station,"BK90, 90W",5,,2022,
,30080601000014,IGBT,IGBT On Semiconductor NGTB40N120FL3WG 1200V 40A TO247 Hand-operated,500,,2022,
,30080601000039,IGBT,IGBT Magnetics MBQ40T65QE 650V 40A TO247 Hand-inserted,500,,2022,
,30080601000063,IGBT,Infineon IGBT IKW40N65ES5 650V 40A TO-247 manual plug,500,,2022,
,30080601000089,IGBT,Infineon IGBT IKW25N120CS7 1200V 25A TO247 Hand-operated,500,,2022,
,30080601000076,IGBT,IGBT StarPower DG50Q12T2Z 1200V 50A TO-247 Hand-operated,500,,2022,
,30080601000048,IGBT,IGBT New Clean Energy NCE75TD120VTP 1200V 75A TO247 Hand-plug,500,,2022,
,30080601000010,IGBT,Infineon IGBT IKW75N65ES5 650V 75A TO247 Hand-operated,500,,2022,
,30080603000043,MOSFET,MOS CR Microelectronics CRSQ027N10N NMOS 100V 2.6mΩ 27A TO247 Hand-inserted,500,,2022,
,30080603000022,MOSFET,Infineon IRFB4332PBF NMOS 300V 29mΩ 60A TO220 (Hand-inserted),500,,2022,
,30080601000047,IGBT,IGBT New Clean Energy NCE40TD120VTP 1200V 40A TO247 Hand-plug,500,,2022,
,30080601000024,IGBT,Infineon IGBT IKQ40N120CH3 1200V 40A TO247 Hand-operated,500,,2022,
,30080603000058,MOSFET,MOS Hanxin H1M170F1K0 NMOS 1700V 1Ω 3.6A TO247 (Hand-inserted),500,,2022,
,30080601000038,IGBT,IGBT BYD BGN40T65HD 650V 40A TO247 manual plug,500,,2022,
,30080603000027,MOSFET,MOS AOS AOD240 NMOS 40V 3mΩ 70A DPAK Surface Mount,500,,2022,
,30220405000007,Connector,Connector Dianwei VP-D4B-PHDM0 30A,100,,2022,
,30220405000006,Connector,Connector Dianwei VP-D4B-PHDF0 30A,100,,2022,
,30100902000017,Plastic sealing ring,Plastic sealing ring DW5201M107001 - Dianwei rubber D4 female dust plug,100,,2022,
,30100902000016,Plastic sealing ring,Plastic sealing ring DW5201F107001 - Dianwei rubber D4 male dust plug,100,,2022,
,30220405000009,Connector,Connector DW421M2013 30A,100,,2022,
,30220405000005,Connector,Connector Dianwei VP-D4B-CHDM0 30A,100,,2022,
,30220405000008,Connector,Connector DW421F2013B 30A,100,,2022,
,30220405000004,Connector,Connector Dianwei VP-D4B-CHDF0 30A,100,,2022,
,30220405000018,Connector,Connector Dianwei VPAC06EW18-5P(SC) 33A,100,,2022,
,30080410000257,Chip resistors,RES Yageo 510Ω J 1/4W Standard 1206 Surface Mount,1000,,2022,
,30080410000274,Chip resistors,RES Yageo 20Ω J 1/4W Standard 1206 Surface Mount,1000,,2022,
,30080410000214,Chip resistors,RES Yageo 0Ω J 1/4W Standard 1206 Surface Mount,1000,,2022,
,30080410000224,Chip resistors,RES Yageo 5.1K F 1/8W Standard 0805 Surface Mount,1000,,2022,
